CustomerKey|FirstName|LastName|BirthDate|MaritalStatus|Gender|YearlyIncome|EnglishEducation|EnglishOccupation|NumberCarsOwned|Order_Count|SalesAmount
12526|Michele|Suarez|1986-05-15|M|F|40000|Bachelors|Skilled Manual|0|9|5229.3782
12530|Isabel|Coleman|1977-11-23|S|F|40000|Partial College|Clerical|2|11|337.9
12531|Autumn|Xu|1977-12-31|S|F|40000|Partial College|Clerical|2|1|21.98
12532|Jose|Carter|1978-09-06|M|M|50000|Graduate Degree|Skilled Manual|0|9|235.72
12534|Katie|Shan|1967-12-13|M|F|10000|Graduate Degree|Manual|0|1|8.99
12535|Clifford|Kapoor|1973-02-14|S|M|10000|Bachelors|Manual|0|1|8.99
12536|Javier|Dominguez|1966-12-15|M|M|10000|Bachelors|Manual|0|1|8.99
12537|Terrence|Luo|1972-03-14|M|M|10000|Bachelors|Manual|0|1|8.99
12538|Paula|Blanco|1967-02-18|M|F|20000|Graduate Degree|Clerical|0|1|8.99
12539|Marc|Dominguez|1940-11-22|S|M|20000|Graduate Degree|Clerical|0|1|8.99
12540|Levi|Sara|1942-03-06|M|M|30000|Graduate Degree|Clerical|0|3|75.47
12541|Jonathan|Zhang|1968-04-02|M|M|30000|Graduate Degree|Clerical|0|1|8.99
12542|Preston|Patel|1967-12-25|M|M|30000|Graduate Degree|Clerical|0|1|8.99
12543|Ruben|Alvarez|1963-07-20|M|M|10000|Bachelors|Manual|0|1|8.99
12544|Bruce|Jordan|1963-09-24|M|M|10000|Bachelors|Manual|0|1|8.99
12545|Marc|Ruiz|1968-02-29|M|M|10000|Partial College|Manual|0|5|119.45
12546|Clarence|Andersen|1962-05-16|S|M|20000|Bachelors|Clerical|0|5|4416.3796
12547|Bradley|Nara|1978-10-21|M|M|20000|Bachelors|Clerical|0|2|5898.26
12548|Alexandra|Collins|1960-08-06|S|F|10000|Partial College|Manual|0|5|4368.0582
12549|Donna|Xie|1960-08-06|S|F|10000|Partial College|Manual|1|3|5908.25
12550|Austin|Diaz|1960-04-01|M|M|10000|Partial College|Manual|1|5|86.75
12551|Julio|Ramos|1948-11-29|M|M|20000|Bachelors|Clerical|0|3|75.47
12552|Bruce|Torres|1944-03-11|M|M|20000|Bachelors|Clerical|0|1|8.99
12553|Toni|Fernandez|1944-03-22|M|F|20000|Bachelors|Clerical|0|1|9.99
12554|Barry|Rodriguez|1943-08-30|M|M|30000|Graduate Degree|Clerical|0|3|87.97
12555|Edgar|Malhotra|1944-08-01|M|M|10000|Bachelors|Clerical|1|3|68.97
12556|Manuel|Kapoor|1945-02-08|M|M|10000|Bachelors|Clerical|1|1|8.99
12557|Phillip|Lopez|1945-12-22|M|M|10000|Bachelors|Clerical|1|3|49.97
12558|Amanda|Evans|1946-03-07|M|F|20000|Bachelors|Clerical|0|2|14.98
12559|Emmanuel|Lopez|1946-05-01|M|M|20000|Bachelors|Clerical|0|6|5633.9082
12560|Mandy|Gao|1945-06-30|M|F|20000|Bachelors|Clerical|0|7|5636.8982
12561|Trisha|Lin|1947-01-16|S|F|10000|Partial College|Manual|1|4|5888.24
12562|Kristina|Chandra|1947-06-10|M|F|10000|Partial College|Manual|1|4|58.96
12563|Alejandro|Lin|1946-10-09|M|M|30000|Bachelors|Clerical|0|4|118.96
12564|Marshall|Yang|1946-09-06|M|M|30000|Bachelors|Clerical|0|5|110.75
12565|Kendra|Gutierrez|1947-12-31|M|F|10000|Partial College|Manual|1|4|93.46
12566|Omar|Yang|1947-10-31|M|M|30000|Bachelors|Clerical|0|5|147.95
12567|Carmen|Arthur|1953-02-14|M|F|30000|Bachelors|Clerical|0|3|42.97
12568|Stacey|Ye|1947-12-14|M|F|30000|Bachelors|Clerical|0|4|67.46
12569|Kristin|Rai|1947-09-16|M|F|40000|Graduate Degree|Clerical|0|3|74.98
12570|Casey|Munoz|1985-11-13|S|M|10000|Partial College|Manual|1|5|2654.0582
12571|Jennifer|Green|1985-11-16|M|F|10000|Partial College|Manual|1|4|2641.3896
12572|Alisha|Chander|1985-11-24|S|F|10000|Partial College|Manual|1|2|2611.4096
12573|Grant|Rai|1985-08-22|S|M|10000|Partial College|Manual|1|3|2668.0782
12574|Derek|Raje|1985-08-10|S|M|10000|Partial College|Manual|1|4|2626.3896
12575|Jaclyn|Shen|1985-03-11|S|F|10000|Partial College|Manual|1|3|2668.0782
12576|Walter|Dominguez|1984-09-10|S|M|10000|Partial College|Manual|1|4|2653.0682
12577|Francis|Sanz|1985-02-16|S|M|10000|Partial College|Manual|1|3|2614.0782
12578|Gavin|Perry|1985-08-27|S|M|10000|Partial College|Manual|1|3|2668.0782
12579|Lydia|Sanchez|1984-03-09|S|F|10000|Partial College|Manual|1|2|2589.0882
12580|Cedric|She|1984-03-07|S|M|10000|Partial College|Manual|1|2|2589.0882
12581|Kristina|Fernandez|1983-09-08|S|F|10000|Partial College|Manual|1|3|2646.3996
12582|Carmen|Sara|1982-09-22|S|F|10000|High School|Manual|2|3|83.97
12583|Tyrone|Ortega|1982-02-04|S|M|10000|High School|Manual|0|3|2646.3996
12584|Brittney|Ma|1982-01-01|S|F|10000|High School|Manual|0|3|2633.3896
12585|Ian|Martinez|1984-12-21|M|M|10000|High School|Manual|0|4|2629.0682
12586|Kellie|Hernandez|1984-10-21|S|F|10000|High School|Manual|0|2|2636.4096
12587|Danny|Travers|1984-02-17|S|M|20000|Bachelors|Clerical|0|3|77.27
12588|Tracy|Chande|1983-01-22|S|F|10000|High School|Manual|0|3|2639.0782
12589|Ruben|Rodriguez|1982-11-14|M|M|20000|Partial College|Manual|0|4|2665.0582
12590|Mario|Chander|1948-11-23|S|M|30000|Bachelors|Clerical|0|4|67.46
12591|Meredith|Madan|1972-04-17|M|F|30000|Graduate Degree|Clerical|0|3|49.97
12592|Amy|Li|1967-01-17|M|F|30000|Graduate Degree|Clerical|0|4|51.96
12593|Benjamin|Zhang|1966-10-31|S|M|30000|Graduate Degree|Clerical|0|3|42.97
12594|Sandra|Gao|1966-08-16|M|F|30000|Graduate Degree|Clerical|0|2|37.98
12595|Mathew|Blanco|1966-12-17|S|M|30000|Graduate Degree|Clerical|0|3|40.27
12596|Armando|Romero|1966-07-14|M|M|30000|Graduate Degree|Clerical|0|4|77.96
12597|Franklin|Zhang|1965-11-30|M|M|20000|Partial College|Manual|0|5|53.21
12598|Alexandra|Bryant|1965-08-01|M|F|30000|Graduate Degree|Clerical|0|3|42.97
12599|Jillian|Fernandez|1970-12-07|M|F|20000|Partial College|Manual|1|8|5649.2096
12600|Larry|Romero|1963-10-01|M|M|30000|Graduate Degree|Clerical|0|3|49.97
12601|Randy|Zhang|1971-08-10|M|M|30000|Graduate Degree|Clerical|0|6|64.9
12602|Francisco|Srini|1966-04-25|M|M|30000|Graduate Degree|Clerical|0|4|45.26
12603|Cole|Reed|1971-02-15|S|M|30000|Bachelors|Clerical|0|5|117.45
12604|Nathan|Lee|1976-09-11|M|M|30000|Bachelors|Clerical|0|3|23.97
12605|Carol|Cooper|1977-01-30|M|F|30000|Bachelors|Clerical|0|1|9.99
12606|Arthur|Van|1965-10-18|M|M|40000|Graduate Degree|Clerical|0|11|333.3
12607|Tamara|Zhu|1966-03-22|M|F|40000|Graduate Degree|Clerical|0|7|6489.51
12608|Brett|Sanchez|1970-11-05|M|M|30000|Bachelors|Clerical|0|8|5689.8782
12609|Linda|Carlson|1965-03-19|M|F|30000|Bachelors|Clerical|0|7|5636.8982
12610|Wendy|Gutierrez|1964-03-05|M|F|30000|Bachelors|Clerical|0|5|101.95
12611|Manuel|Sara|1981-04-07|S|M|20000|Partial College|Manual|1|4|67.46
12612|Shannon|Torres|1974-12-04|S|M|10000|High School|Manual|0|6|5657.9082
12613|Joel|Prasad|1981-08-30|M|M|30000|Bachelors|Clerical|0|4|5983.74
12614|Lance|Gill|1975-12-12|S|M|30000|Bachelors|Clerical|0|4|5918.24
12615|Nathan|Hill|1985-08-16|S|M|10000|High School|Manual|1|5|5663.2296
12616|Kelsey|Tang|1980-10-08|S|F|20000|Partial College|Manual|1|2|14.98
12617|Jake|Ma|1975-04-04|M|M|20000|Partial College|Manual|1|3|39.47
12618|Dawn|Lal|1974-12-21|M|F|30000|Bachelors|Clerical|0|5|5923.23
12619|Priscilla|Rai|1975-02-04|M|F|40000|Graduate Degree|Clerical|0|6|5200.4082
12620|Maurice|Lal|1974-10-15|M|M|40000|Graduate Degree|Clerical|0|7|6481.02
12621|Barry|Martinez|1980-12-08|M|M|40000|Graduate Degree|Clerical|0|7|6471.21
12622|Micheal|Rubio|1974-10-08|M|M|40000|Graduate Degree|Skilled Manual|0|6|5135.4082
12623|Jesse|Sanchez|1958-01-15|M|M|10000|Partial College|Manual|2|7|5630.2082
12624|Jamie|Xu|1958-04-01|M|F|20000|Partial College|Manual|1|3|4379.0782
12625|Carly|Andersen|1957-12-24|M|F|20000|Partial College|Manual|1|4|99.96
12626|Cassie|Lal|1956-10-30|M|F|20000|Partial College|Manual|1|4|77.96
12627|Leah|Zheng|1978-12-31|S|F|20000|Partial College|Manual|0|6|110.94
12628|Arturo|Ma|1979-11-01|M|M|20000|Partial College|Manual|0|2|14.98
12629|Russell|Nara|1979-12-23|S|M|20000|Partial College|Manual|0|3|53.97
12711|Heather|Zheng|1978-10-18|S|F|20000|Partial High School|Manual|2|4|5963.24
12712|Arthur|Romero|1979-02-14|S|M|20000|Partial High School|Manual|2|4|4441.0582
12713|Deborah|Xie|1978-12-07|S|F|20000|Partial High School|Manual|2|5|4441.3796
12714|Colleen|Lu|1979-01-14|S|F|30000|Partial College|Clerical|1|3|49.97
12716|Dale|Shen|1979-09-13|S|M|30000|Partial College|Clerical|1|3|78.48
12717|Hannah|Wood|1979-12-05|M|F|30000|Partial College|Clerical|1|3|5883.25
12718|Tammy|Sai|1980-05-13|S|F|30000|Partial College|Clerical|1|4|103.96
12719|Cheryl|Ruiz|1985-11-30|S|F|30000|Partial College|Clerical|1|2|14.98
12720|Nicolas|Chande|1980-05-01|S|M|30000|Partial College|Clerical|1|3|49.97
12721|Rebekah|Martinez|1979-07-14|S|F|30000|Partial College|Clerical|1|2|14.98
12722|Latasha|Gomez|1985-08-11|S|F|20000|Partial High School|Manual|2|3|39.47
12723|Kurt|Jai|1986-05-13|M|M|20000|Partial High School|Manual|2|3|68.97
12724|Eddie|Martin|1985-07-23|S|M|20000|Partial High School|Manual|2|2|14.98
12725|Gabrielle|James|1916-02-10|M|F|10000|Partial High School|Manual|2|3|127.28
12726|Kurt|Goel|1985-08-18|S|M|20000|Partial High School|Manual|2|4|98.96
12727|Amanda|Ross|1985-10-10|S|F|20000|Partial High School|Manual|2|2|14.98
12728|Jeremiah|Stewart|1984-12-23|S|M|30000|Partial College|Clerical|1|2|59.98
12729|Jose|Perry|1984-11-12|S|M|30000|Partial College|Clerical|1|4|45.26
12730|Karla|Becker|1984-04-14|S|F|30000|High School|Manual|1|6|64.9
12731|Steven|Murphy|1984-09-10|S|M|30000|High School|Manual|1|2|59.98
12732|Todd|Guo|1977-08-20|S|M|10000|Partial High School|Manual|2|2|14.98
12733|Lacey|Cai|1977-08-26|S|F|10000|Partial High School|Manual|2|3|42.97
12734|Margaret|Zhou|1978-04-02|S|F|10000|Partial High School|Manual|2|3|49.97
12735|Donald|Mehta|1983-10-16|S|M|20000|Partial High School|Manual|2|3|4404.0782
12736|Diana|Ruiz|1978-01-23|S|F|20000|Partial High School|Manual|2|5|4460.3796
12737|Brett|Chandra|1978-07-19|S|M|30000|High School|Manual|1|2|44.98
12738|Melinda|Rubio|1978-12-14|M|F|40000|Bachelors|Skilled Manual|0|7|4956.0282
12739|Evan|Young|1979-06-11|M|M|40000|Bachelors|Skilled Manual|1|1|35
12740|Kathryn|Goel|1978-05-27|S|F|30000|High School|Manual|1|5|113.95
12741|Raymond|Sam|1977-08-02|S|M|30000|High School|Manual|1|2|39.98
12742|Samantha|Martinez|1978-05-22|S|F|40000|Partial College|Clerical|0|10|5148.3096
12743|Carl|Kumar|1978-06-18|M|M|40000|Partial College|Clerical|0|2|69.99
12744|Anna|Moore|1978-05-27|S|F|40000|Partial College|Clerical|0|2|71.97
12745|Rafael|Wu|1977-12-11|S|M|40000|Partial College|Clerical|0|6|5199.7196
12746|Juan|Torres|1976-10-15|S|M|10000|Partial High School|Manual|2|6|105.24
12747|Colleen|Hu|1982-10-29|S|F|20000|Partial High School|Manual|2|4|4384.0682
12748|Grace|Bell|1977-02-07|S|F|30000|High School|Manual|1|3|49.97
12749|Miguel|Lee|1976-08-29|S|M|30000|High School|Manual|1|5|5915.54
12750|Teresa|Vazquez|1976-02-08|S|F|40000|Partial College|Clerical|0|6|6491.73
12751|Priscilla|Xu|1976-06-10|S|F|40000|Partial College|Clerical|0|4|83.97
12752|Jonathon|Alvarez|1976-05-17|S|M|40000|Partial College|Clerical|0|5|156.25
12753|Ramon|Zhao|1976-11-16|S|M|40000|Partial College|Clerical|1|5|170.76
12754|Lindsey|Deng|1981-06-16|M|F|40000|Partial College|Clerical|2|7|6503.2
12755|Chloe|Hughes|1981-03-31|S|F|40000|Partial College|Clerical|0|6|5998.72
12756|Antonio|Butler|1980-12-23|S|M|40000|Partial College|Clerical|1|3|5908.25
12757|Sara|Ramirez|1980-06-18|S|F|40000|Partial College|Clerical|2|3|106.96
12758|Stephanie|Ramirez|1935-07-11|M|F|30000|Bachelors|Skilled Manual|1|3|74.98
12759|Jada|Sanders|1937-01-10|M|F|40000|Graduate Degree|Skilled Manual|1|1|21.98
12762|Jonathan|Smith|1964-12-16|M|M|30000|Bachelors|Skilled Manual|1|3|5933.26
12763|Chloe|Russell|1969-08-01|M|F|30000|Bachelors|Skilled Manual|1|4|589.96
12764|Alexandra|Harris|1964-08-13|M|F|30000|Partial College|Clerical|1|2|4347.76
12765|Robyn|Gill|1959-11-17|M|F|20000|Partial High School|Manual|2|2|1750.98
12766|Jordyn|Bryant|1971-02-08|M|F|20000|Partial High School|Clerical|2|5|4417.73
12767|Christopher|Robinson|1960-05-02|M|M|30000|High School|Clerical|1|1|35
12768|Johnathan|Chapman|1959-11-23|M|M|30000|High School|Clerical|1|4|4426.74
12769|Thomas|Zhang|1960-09-17|M|M|40000|Partial College|Clerical|1|5|5948.24
12770|Charles|Evans|1966-09-19|M|M|40000|Partial College|Clerical|1|5|5943.5
12771|Morgan|Thomas|1966-10-18|M|F|40000|Partial College|Clerical|1|3|5908.25
12772|Abigail|Clark|1960-10-22|M|F|40000|Partial College|Clerical|1|4|5913.24
12773|Samantha|Taylor|1961-05-08|M|F|40000|Partial College|Clerical|1|3|5908.25
12774|Kristen|Gao|1971-09-18|M|F|40000|Partial College|Clerical|1|5|5943.23
12775|Connor|Griffin|1972-03-03|M|M|40000|Partial College|Clerical|1|1|21.98
12777|Joseph|Anderson|1961-11-19|M|M|40000|Partial College|Clerical|1|3|5900.55
12778|Connie|Morgan|1961-10-06|M|F|40000|Partial College|Clerical|1|4|45.95
12779|Mason|Rogers|1962-01-31|M|M|40000|Partial College|Clerical|1|5|5980.23
12780|Jeremy|Richardson|1967-03-19|M|M|40000|Partial College|Clerical|1|5|5940.54
12781|Emma|James|1961-12-26|M|F|40000|Partial College|Clerical|1|2|2329.98
12782|Elizabeth|Long|1978-03-12|M|F|40000|Partial College|Clerical|1|4|2400.95
12783|Jerome|Gutierrez|1961-10-06|M|M|40000|Partial College|Clerical|1|5|2420.46
12784|Jonathan|Campbell|1961-09-04|M|M|40000|Partial College|Clerical|1|5|5985.22
12785|Javier|Ortega|1967-03-19|M|M|40000|Partial College|Clerical|1|1|2294.99
12786|James|Yang|1961-08-31|M|M|40000|Partial College|Clerical|1|1|21.98
12788|Amanda|Nelson|1962-12-26|M|F|40000|Partial College|Clerical|1|2|56.97
12789|Jamie|Zeng|1962-10-22|M|F|40000|Partial College|Clerical|1|5|5980.22
12798|Andy|Gutierrez|1973-07-13|M|M|20000|Partial College|Manual|1|2|14.98
12799|George|Chandra|1984-12-09|M|M|30000|Bachelors|Clerical|0|2|39.98
12800|Lacey|Chen|1973-09-18|M|F|30000|Bachelors|Clerical|0|2|39.98
12801|Melody|Browning|1973-07-04|S|F|30000|Bachelors|Clerical|0|2|29.48
12802|Alan|Sun|1973-10-16|S|M|30000|Bachelors|Clerical|0|2|39.98
12803|Heather|Li|1973-09-15|M|F|30000|Bachelors|Clerical|0|8|144.18
12804|Jaclyn|Chander|1973-12-02|S|F|30000|Bachelors|Clerical|0|5|5948.23
12805|Marvin|Moreno|1973-12-11|M|M|40000|Graduate Degree|Clerical|0|7|6522.22
12806|Ronnie|Zeng|1973-09-15|M|M|40000|Graduate Degree|Clerical|0|5|4956.0482
12807|Nina|Kumar|1974-02-01|S|F|40000|Graduate Degree|Clerical|0|7|5024.8596
12808|Marc|Schmidt|1973-11-08|M|M|40000|Bachelors|Clerical|0|3|5111.4382
12809|Michele|Navarro|1973-03-21|M|F|20000|Partial College|Manual|1|2|39.98
12810|Chase|Stewart|1932-01-25|M|M|30000|Bachelors|Clerical|1|2|7.28
12811|Marc|Serrano|1978-04-16|S|M|20000|Partial College|Manual|1|1|4.99
12812|Brandi|Sanz|1973-02-17|M|F|20000|High School|Manual|1|3|49.97
12813|Reginald|Ramos|1973-05-07|M|M|30000|Bachelors|Clerical|0|5|4367.0182
12814|Casey|Sharma|1983-10-04|S|F|30000|Bachelors|Clerical|0|2|29.48
12815|Dominique|Mehta|1972-12-23|M|F|30000|Bachelors|Clerical|1|2|7.28
12816|Tammy|Mehta|1977-06-20|S|F|10000|Partial High School|Manual|2|5|4494.0182
12817|Theodore|Suarez|1971-08-09|S|M|10000|Partial High School|Manual|2|4|5922.53
12818|Curtis|She|1971-08-18|M|M|20000|High School|Manual|1|3|71.58
12819|Nicolas|Chander|1977-04-19|S|M|20000|High School|Manual|0|5|5948.23
12820|Derek|Tang|1971-08-09|S|M|20000|High School|Manual|0|3|5908.25
12821|Cesar|McDonald|1978-06-11|M|M|40000|Bachelors|Clerical|0|7|124.94
12822|Alexandra|James|1978-05-20|M|F|40000|Bachelors|Clerical|0|2|75.97
12823|Bethany|She|1933-05-16|M|F|10000|High School|Manual|2|3|38.88
12824|Kristopher|Subram|1971-11-03|S|M|30000|Bachelors|Clerical|1|3|44.54
12825|Kelvin|Hu|1971-07-20|M|M|30000|Bachelors|Skilled Manual|1|5|4419.0582
12826|Caleb|Gonzalez|1971-01-04|S|M|10000|Partial High School|Manual|2|5|4428.3696
12827|Nicolas|Raje|1971-01-12|S|M|20000|High School|Manual|1|4|4461.3996
12828|Carol|Rubio|1975-06-01|S|F|10000|Partial High School|Manual|1|2|54.98
12829|Micah|Li|1970-01-11|S|M|20000|High School|Manual|2|5|4406.0582
12830|Russell|Raje|1970-06-23|S|M|20000|High School|Manual|0|5|5915.54
12831|Kathryn|Lal|1975-01-12|S|F|20000|High School|Manual|0|2|39.98
12832|Douglas|Prasad|1969-10-19|S|M|20000|High School|Manual|0|2|39.98
12833|Sheena|Goel|1975-01-13|S|F|20000|High School|Manual|1|4|4359.0682
12834|Kelsey|Xie|1975-03-10|M|F|30000|Bachelors|Skilled Manual|2|2|5898.26
12835|Karl|Yuan|1969-03-21|S|M|10000|Partial High School|Manual|2|2|39.98
12836|Rodney|Munoz|1968-08-30|S|M|20000|High School|Manual|2|4|68.46
12837|Nicole|Anderson|1939-03-27|M|F|20000|Partial College|Manual|1|1|4.99
12838|Ralph|Beck|1971-11-08|M|M|40000|Bachelors|Professional|0|3|36.96
12840|Naomi|Sanz|1945-08-08|M|F|40000|Graduate Degree|Skilled Manual|0|2|39.98
12841|Yolanda|Xie|1976-08-20|S|F|30000|Partial College|Clerical|1|3|5933.25
12842|Kelvin|Becker|1981-08-30|S|M|30000|Partial College|Clerical|1|1|32.6
12843|Summer|Smith|1971-01-30|S|F|30000|Partial College|Clerical|1|3|6018.26
12844|Gerald|Gonzalez|1970-09-25|M|M|40000|Bachelors|Skilled Manual|0|2|56.97
12845|Angela|Torres|1976-11-24|M|F|40000|Bachelors|Skilled Manual|0|2|75.97
12846|Bridget|Nara|1970-01-03|S|F|30000|Partial College|Clerical|2|5|4460.3796
12847|Colin|Chander|1970-01-14|M|M|40000|Bachelors|Skilled Manual|0|1|24.99
12848|Brittney|Lu|1970-05-02|M|F|40000|Bachelors|Skilled Manual|0|4|73.96
12849|Adam|Baker|1974-02-22|S|M|30000|Partial College|Clerical|2|4|5888.24
12850|Johnny|Raji|1982-12-04|S|M|20000|High School|Manual|1|4|4406.3896
12851|Brandy|Sai|1985-03-25|S|F|20000|High School|Manual|2|3|71.58
12852|Teresa|Carlson|1984-08-03|S|F|30000|Partial College|Clerical|1|5|4411.3682
12853|Evelyn|Malhotra|1969-02-21|M|F|40000|Bachelors|Skilled Manual|0|3|4354.0782
12854|Reginald|Romero|1968-11-19|M|M|40000|Bachelors|Skilled Manual|0|5|4367.0182
12855|Philip|Diaz|1968-08-02|M|M|40000|Bachelors|Skilled Manual|0|5|4414.3396
12856|Rosa|Lin|1979-10-01|M|F|40000|Bachelors|Skilled Manual|0|5|4460.3796
12857|Raul|Kumar|1969-02-13|M|M|40000|Bachelors|Skilled Manual|0|4|4384.0782
12858|Adriana|Mehta|1967-10-19|S|F|30000|Partial College|Clerical|1|3|4393.6996
12859|Evelyn|Gonzalez|1968-02-14|S|F|30000|Partial College|Clerical|1|6|5666.2196
12860|Jillian|Prasad|1973-03-21|M|F|40000|Bachelors|Skilled Manual|1|3|4464.0882
12861|Robyn|Jimenez|1973-03-21|M|F|40000|Bachelors|Skilled Manual|1|5|4394.0582
12862|Melinda|Ortega|1983-08-11|S|F|30000|Partial College|Clerical|2|3|117.58
12863|Caleb|Zhang|1984-02-22|S|M|30000|Partial College|Clerical|1|8|4478.3496
12864|Michelle|Townsend|1983-10-31|S|F|30000|Partial College|Clerical|2|6|86.24
12865|Brandy|Martinez|1981-09-21|M|F|20000|High School|Manual|1|7|114.23
12866|Janelle|Fernandez|1980-12-15|S|F|10000|Partial High School|Manual|2|3|5883.25
12867|Laura|Ye|1981-01-16|S|F|10000|Partial High School|Manual|2|2|4366.4096
12868|Julie|Anand|1980-11-09|S|F|20000|High School|Manual|1|1|32.6
12869|Alisha|Tang|1981-09-22|M|F|20000|High School|Manual|1|1|32.6
12870|Tyrone|Munoz|1982-03-19|S|M|20000|Partial High School|Manual|1|3|48.97
12871|Leah|Li|1982-04-05|S|F|30000|Partial College|Clerical|1|4|48.96
12872|Olivia|Hughes|1980-11-07|S|F|30000|Partial College|Clerical|1|3|48.97
12873|Mandar|Samant|1980-03-17|S|F|20000|Partial High School|Manual|2|5|5676.2396
12874|Kirk|Nason|1980-03-04|S|F|20000|Partial High School|Manual|2|5|5638.5396
12878|Gilbert|Sun|1978-03-14|M|M|40000|High School|Skilled Manual|3|2|46.47
12879|Elijah|Nelson|1983-07-13|M|M|40000|Graduate Degree|Skilled Manual|0|3|36.96
12880|Luis|Hayes|1979-03-11|S|M|50000|Graduate Degree|Skilled Manual|0|8|200.73
12881|Isabella|Edwards|1979-05-14|S|F|50000|Graduate Degree|Skilled Manual|0|3|5908.26
12882|Eduardo|Allen|1978-09-24|M|M|50000|Graduate Degree|Skilled Manual|0|4|5930.23
12892|Brian|Peterson|1977-10-08|M|M|40000|Graduate Degree|Skilled Manual|0|14|419.47
12895|Destiny|Anderson|1975-10-04|M|F|50000|Bachelors|Skilled Manual|0|15|336.65
12896|Victoria|Wood|1981-07-12|M|F|50000|Bachelors|Skilled Manual|0|4|44.91
12897|Alyssa|Wilson|1975-07-06|M|F|50000|Bachelors|Skilled Manual|0|3|106.96
12898|Madeline|Campbell|1976-03-08|M|F|50000|Bachelors|Skilled Manual|0|4|5958.74
12899|Ana|Ross|1976-01-08|M|F|50000|Bachelors|Skilled Manual|1|3|96.46
12901|Robert|Adams|1974-08-12|M|M|50000|Bachelors|Skilled Manual|0|4|5917.24
12902|Julia|Stewart|1974-10-20|S|F|50000|Bachelors|Skilled Manual|0|2|2329.98
12903|John|Sandstone|1980-09-28|S|F|50000|Bachelors|Skilled Manual|0|3|2332.28
12904|Thomas|Jai|1980-02-16|M|M|50000|Bachelors|Skilled Manual|0|5|5915.53
12912|Brianna|Morris|1973-09-22|S|F|40000|High School|Skilled Manual|3|2|5898.26
12914|Jill|Miller|1983-10-05|S|F|40000|Bachelors|Professional|1|2|2329.98
12915|Kaitlyn|Alexander|1972-09-16|S|F|40000|Bachelors|Professional|1|5|5896.19
12936|Renee|Moreno|1970-09-24|S|F|40000|Bachelors|Professional|1|9|265.22
12937|Megan|Wilson|1976-01-01|S|F|40000|Bachelors|Professional|1|2|75.97
12938|Edward|Parker|1970-08-08|S|M|40000|Bachelors|Professional|1|3|81.46
12947|Isaiah|Sanchez|1969-08-16|S|M|40000|Bachelors|Professional|1|4|4507.5225
12948|Adam|Kumar|1975-09-29|M|M|50000|Bachelors|Skilled Manual|2|2|76.97
12949|Morgan|Rivera|1970-06-18|S|F|50000|Bachelors|Skilled Manual|3|4|4558.5225
12950|Mary|Adams|1970-04-14|S|F|50000|Bachelors|Skilled Manual|3|3|4760.32
12951|Blake|Simmons|1974-12-02|S|M|40000|Bachelors|Professional|1|2|30.97
12965|Cody|Bell|1967-03-19|M|M|40000|High School|Skilled Manual|3|2|56.97
12966|Dennis|Zhu|1966-09-06|M|M|40000|High School|Skilled Manual|3|3|106.96
12967|Fernando|Rodriguez|1966-10-08|M|M|40000|High School|Skilled Manual|2|1|21.98
12969|Richard|Rodriguez|1965-11-30|M|M|40000|High School|Skilled Manual|2|12|180.79
12970|Angela|Powell|1966-01-14|S|F|40000|High School|Skilled Manual|2|15|471.11
12971|Carl|Nara|1965-08-30|M|M|40000|Bachelors|Professional|1|1|21.98
12978|Danielle|James|1934-05-15|M|F|20000|High School|Skilled Manual|2|4|50.23
13017|Xavier|Alexander|1984-08-15|M|M|30000|Partial College|Skilled Manual|1|3|42.28
13018|Brendan|Xie|1950-04-10|M|M|10000|High School|Skilled Manual|4|4|2642.3796
13020|Madalena|Sanchez|1950-11-07|M|M|10000|Partial High School|Clerical|2|2|2589.0882
13021|Kendra|Diaz|1952-01-06|S|F|30000|Partial College|Clerical|2|4|2668.3796
13022|Rafael|Ma|1953-02-20|M|M|10000|Partial High School|Clerical|2|4|2644.0182
13023|Dominique|Raman|1952-08-26|S|F|20000|High School|Skilled Manual|2|4|88.96
13024|Marc|Moreno|1952-09-05|M|M|30000|Partial College|Clerical|2|4|2665.0582
13025|Reginald|Serrano|1953-05-18|M|M|30000|Partial College|Clerical|2|3|2690.3996
13026|Colleen|Zheng|1964-10-09|S|F|10000|Partial High School|Clerical|2|5|155.94
13027|Jeremy|Patterson|1983-06-10|S|M|40000|Partial High School|Clerical|2|3|2319.26
13028|Dalton|Thompson|1983-03-17|S|M|30000|Partial College|Skilled Manual|1|3|48.98
13029|Jennifer|Foster|1983-03-05|S|F|30000|Partial College|Skilled Manual|1|3|2961.0425
13034|Kelsey|Yuan|1954-08-27|S|F|20000|Partial High School|Clerical|2|5|94.71
13035|Kristy|Torres|1956-05-02|M|F|30000|Partial College|Clerical|2|5|2638.0582
13036|Virginia|Subram|1955-08-03|S|F|30000|Partial College|Clerical|2|4|2677.0682
13037|Terrence|Pal|1961-04-22|M|M|30000|High School|Skilled Manual|2|2|59.98
13038|Wilson|Pais|1961-01-28|M|M|40000|Bachelors|Management|2|3|5581.2596
13039|Trisha|Ma|1986-02-17|S|F|20000|Partial College|Skilled Manual|2|3|3282.83
13040|Roy|Gonzalez|1973-09-12|M|M|30000|High School|Skilled Manual|2|3|94.97
13041|Cameron|Brown|1957-05-04|M|M|30000|High School|Skilled Manual|2|5|153.95
13042|Alison|Pal|1957-03-20|M|F|30000|High School|Skilled Manual|2|3|84.47
