FN,MN,LN,Email,CustomerKey,DOB,Occupation,SalesAmount
Jose,Perry,M,jose31@adv,12729,1984-11-12,Clerical,28.99
Jose,Perry,M,jose31@adv,12729,1984-11-12,Clerical,4.99
Karla,Becker,M,karla21@ad,12730,1984-04-14,Manual,8.99
Karla,Becker,M,karla21@ad,12730,1984-04-14,Manual,28.99
Karla,Becker,M,karla21@ad,12730,1984-04-14,Manual,7.95
Karla,Becker,M,karla21@ad,12730,1984-04-14,Manual,4.99
Karla,Becker,M,karla21@ad,12730,1984-04-14,Manual,4.99
Karla,Becker,M,karla21@ad,12730,1984-04-14,Manual,8.99
Steven,Murphy,L,steven24@a,12731,1984-09-10,Manual,4.99
Steven,Murphy,L,steven24@a,12731,1984-09-10,Manual,54.99
Todd,Guo,K,todd17@adv,12732,1977-08-20,Manual,4.99
Todd,Guo,K,todd17@adv,12732,1977-08-20,Manual,9.99
Lacey,Cai,L,lacey34@ad,12733,1977-08-26,Manual,28.99
Lacey,Cai,L,lacey34@ad,12733,1977-08-26,Manual,8.99
Lacey,Cai,L,lacey34@ad,12733,1977-08-26,Manual,4.99
Margaret,Zhou,R,margaret15,12734,1978-04-02,Manual,9.99
Margaret,Zhou,R,margaret15,12734,1978-04-02,Manual,4.99
Margaret,Zhou,R,margaret15,12734,1978-04-02,Manual,34.99
Donald,Mehta,S,donald15@a,12735,1983-10-16,Manual,2049.0982
Donald,Mehta,S,donald15@a,12735,1983-10-16,Manual,34.99
Donald,Mehta,S,donald15@a,12735,1983-10-16,Manual,2319.99
Diana,Ruiz,C,diana1@adv,12736,1978-01-23,Manual,2071.4196
Diana,Ruiz,C,diana1@adv,12736,1978-01-23,Manual,4.99
Diana,Ruiz,C,diana1@adv,12736,1978-01-23,Manual,9.99
Diana,Ruiz,C,diana1@adv,12736,1978-01-23,Manual,53.99
Diana,Ruiz,C,diana1@adv,12736,1978-01-23,Manual,2319.99
Brett,Chandra,S,brett1@adv,12737,1978-07-19,Manual,34.99
Brett,Chandra,S,brett1@adv,12737,1978-07-19,Manual,9.99
Melinda,Rubio,A,melinda15@,12738,1978-12-14,Skilled Manual,539.99
Melinda,Rubio,A,melinda15@,12738,1978-12-14,Skilled Manual,2049.0982
Melinda,Rubio,A,melinda15@,12738,1978-12-14,Skilled Manual,34.99
Melinda,Rubio,A,melinda15@,12738,1978-12-14,Skilled Manual,4.99
Melinda,Rubio,A,melinda15@,12738,1978-12-14,Skilled Manual,9.99
Melinda,Rubio,A,melinda15@,12738,1978-12-14,Skilled Manual,21.98
Melinda,Rubio,A,melinda15@,12738,1978-12-14,Skilled Manual,2294.99
Evan,Young,,evan43@adv,12739,1979-06-11,Skilled Manual,35
Kathryn,Goel,,kathryn17@,12740,1978-05-27,Manual,9.99
Kathryn,Goel,,kathryn17@,12740,1978-05-27,Manual,34.99
Kathryn,Goel,,kathryn17@,12740,1978-05-27,Manual,28.99
Kathryn,Goel,,kathryn17@,12740,1978-05-27,Manual,4.99
Kathryn,Goel,,kathryn17@,12740,1978-05-27,Manual,34.99
Raymond,Sam,,raymond1@a,12741,1977-08-02,Manual,34.99
Raymond,Sam,,raymond1@a,12741,1977-08-02,Manual,4.99
Samantha,Martinez,C,samantha19,12742,1978-05-22,Clerical,120
Samantha,Martinez,C,samantha19,12742,1978-05-22,Clerical,34.99
Samantha,Martinez,C,samantha19,12742,1978-05-22,Clerical,4.99
Samantha,Martinez,C,samantha19,12742,1978-05-22,Clerical,35
Samantha,Martinez,C,samantha19,12742,1978-05-22,Clerical,8.99
Samantha,Martinez,C,samantha19,12742,1978-05-22,Clerical,4.99
Samantha,Martinez,C,samantha19,12742,1978-05-22,Clerical,7.95
Samantha,Martinez,C,samantha19,12742,1978-05-22,Clerical,2071.4196
Samantha,Martinez,C,samantha19,12742,1978-05-22,Clerical,539.99
Samantha,Martinez,C,samantha19,12742,1978-05-22,Clerical,2319.99
Carl,Kumar,,carl7@adve,12743,1978-06-18,Clerical,34.99
Carl,Kumar,,carl7@adve,12743,1978-06-18,Clerical,35
Anna,Moore,A,anna68@adv,12744,1978-05-27,Clerical,49.99
Anna,Moore,A,anna68@adv,12744,1978-05-27,Clerical,21.98
Rafael,Wu,,rafael7@ad,12745,1977-12-11,Clerical,34.99
Rafael,Wu,,rafael7@ad,12745,1977-12-11,Clerical,8.99
Rafael,Wu,,rafael7@ad,12745,1977-12-11,Clerical,2071.4196
Rafael,Wu,,rafael7@ad,12745,1977-12-11,Clerical,2319.99
Rafael,Wu,,rafael7@ad,12745,1977-12-11,Clerical,742.35
Rafael,Wu,,rafael7@ad,12745,1977-12-11,Clerical,21.98
Juan,Torres,M,juan2@adve,12746,1976-10-15,Manual,28.99
Juan,Torres,M,juan2@adve,12746,1976-10-15,Manual,4.99
Juan,Torres,M,juan2@adve,12746,1976-10-15,Manual,4.99
Juan,Torres,M,juan2@adve,12746,1976-10-15,Manual,53.99
Juan,Torres,M,juan2@adve,12746,1976-10-15,Manual,2.29
Juan,Torres,M,juan2@adve,12746,1976-10-15,Manual,9.99
Colleen,Hu,J,colleen21@,12747,1982-10-29,Manual,2049.0982
Colleen,Hu,J,colleen21@,12747,1982-10-29,Manual,9.99
Colleen,Hu,J,colleen21@,12747,1982-10-29,Manual,2319.99
Colleen,Hu,J,colleen21@,12747,1982-10-29,Manual,4.99
Grace,Bell,,grace30@ad,12748,1977-02-07,Manual,4.99
Grace,Bell,,grace30@ad,12748,1977-02-07,Manual,9.99
Grace,Bell,,grace30@ad,12748,1977-02-07,Manual,34.99
Miguel,Lee,,miguel22@a,12749,1976-08-29,Manual,3578.27
Miguel,Lee,,miguel22@a,12749,1976-08-29,Manual,35
Miguel,Lee,,miguel22@a,12749,1976-08-29,Manual,2.29
Miguel,Lee,,miguel22@a,12749,1976-08-29,Manual,4.99
Miguel,Lee,,miguel22@a,12749,1976-08-29,Manual,2294.99
Teresa,Vazquez,,teresa15@a,12750,1976-02-08,Clerical,9.99
Teresa,Vazquez,,teresa15@a,12750,1976-02-08,Clerical,3578.27
Teresa,Vazquez,,teresa15@a,12750,1976-02-08,Clerical,63.5
Teresa,Vazquez,,teresa15@a,12750,1976-02-08,Clerical,4.99
Teresa,Vazquez,,teresa15@a,12750,1976-02-08,Clerical,539.99
Teresa,Vazquez,,teresa15@a,12750,1976-02-08,Clerical,2294.99
Priscilla,Xu,E,priscilla4,12751,1976-06-10,Clerical,34.99
Priscilla,Xu,E,priscilla4,12751,1976-06-10,Clerical,35
Priscilla,Xu,E,priscilla4,12751,1976-06-10,Clerical,4.99
Priscilla,Xu,E,priscilla4,12751,1976-06-10,Clerical,8.99
Jonathon,Alvarez,D,jonathon1@,12752,1976-05-17,Clerical,29.99
Jonathon,Alvarez,D,jonathon1@,12752,1976-05-17,Clerical,69.99
Jonathon,Alvarez,D,jonathon1@,12752,1976-05-17,Clerical,2.29
Jonathon,Alvarez,D,jonathon1@,12752,1976-05-17,Clerical,49.99
Jonathon,Alvarez,D,jonathon1@,12752,1976-05-17,Clerical,3.99
Ramon,Zhao,K,ramon10@ad,12753,1976-11-16,Clerical,29.99
Ramon,Zhao,K,ramon10@ad,12753,1976-11-16,Clerical,69.99
Ramon,Zhao,K,ramon10@ad,12753,1976-11-16,Clerical,2.29
Ramon,Zhao,K,ramon10@ad,12753,1976-11-16,Clerical,63.5
Ramon,Zhao,K,ramon10@ad,12753,1976-11-16,Clerical,4.99
Lindsey,Deng,,lindsey1@a,12754,1981-06-16,Clerical,3578.27
Lindsey,Deng,,lindsey1@a,12754,1981-06-16,Clerical,539.99
Lindsey,Deng,,lindsey1@a,12754,1981-06-16,Clerical,21.98
Lindsey,Deng,,lindsey1@a,12754,1981-06-16,Clerical,53.99
Lindsey,Deng,,lindsey1@a,12754,1981-06-16,Clerical,2294.99
Lindsey,Deng,,lindsey1@a,12754,1981-06-16,Clerical,4.99
Lindsey,Deng,,lindsey1@a,12754,1981-06-16,Clerical,8.99
Chloe,Hughes,J,chloe78@ad,12755,1981-03-31,Clerical,4.99
Chloe,Hughes,J,chloe78@ad,12755,1981-03-31,Clerical,3578.27
Chloe,Hughes,J,chloe78@ad,12755,1981-03-31,Clerical,63.5
Chloe,Hughes,J,chloe78@ad,12755,1981-03-31,Clerical,2319.99
Chloe,Hughes,J,chloe78@ad,12755,1981-03-31,Clerical,9.99
Chloe,Hughes,J,chloe78@ad,12755,1981-03-31,Clerical,21.98
Antonio,Butler,,antonio14@,12756,1980-12-23,Clerical,3578.27
Antonio,Butler,,antonio14@,12756,1980-12-23,Clerical,2294.99
Antonio,Butler,,antonio14@,12756,1980-12-23,Clerical,34.99
Sara,Ramirez,A,sara7@adve,12757,1980-06-18,Clerical,21.98
Sara,Ramirez,A,sara7@adve,12757,1980-06-18,Clerical,34.99
Sara,Ramirez,A,sara7@adve,12757,1980-06-18,Clerical,49.99
Stephanie,Ramirez,E,stephanie2,12758,1935-07-11,Skilled Manual,34.99
Stephanie,Ramirez,E,stephanie2,12758,1935-07-11,Skilled Manual,35
Stephanie,Ramirez,E,stephanie2,12758,1935-07-11,Skilled Manual,4.99
Jada,Sanders,J,jada1@adve,12759,1937-01-10,Skilled Manual,21.98
Krista,Gomez,,krista1@ad,12760,1971-07-26,Skilled Manual,2.29
Krista,Gomez,,krista1@ad,12760,1971-07-26,Skilled Manual,29.99
Krista,Gomez,,krista1@ad,12760,1971-07-26,Skilled Manual,9.99
Krista,Gomez,,krista1@ad,12760,1971-07-26,Skilled Manual,4.99
Krista,Gomez,,krista1@ad,12760,1971-07-26,Skilled Manual,4.99
Krista,Gomez,,krista1@ad,12760,1971-07-26,Skilled Manual,21.98
Krista,Gomez,,krista1@ad,12760,1971-07-26,Skilled Manual,28.99
Krista,Gomez,,krista1@ad,12760,1971-07-26,Skilled Manual,4.99
Krista,Gomez,,krista1@ad,12760,1971-07-26,Skilled Manual,35
Krista,Gomez,,krista1@ad,12760,1971-07-26,Skilled Manual,9.99
Krista,Gomez,,krista1@ad,12760,1971-07-26,Skilled Manual,69.99
Krista,Gomez,,krista1@ad,12760,1971-07-26,Skilled Manual,49.99
Alexandra,Richardson,,alexandra1,12761,1971-09-01,Skilled Manual,3578.27
Alexandra,Richardson,,alexandra1,12761,1971-09-01,Skilled Manual,21.98
Alexandra,Richardson,,alexandra1,12761,1971-09-01,Skilled Manual,2319.99
Alexandra,Richardson,,alexandra1,12761,1971-09-01,Skilled Manual,8.99
Jonathan,Smith,L,jonathan60,12762,1964-12-16,Skilled Manual,2319.99
Jonathan,Smith,L,jonathan60,12762,1964-12-16,Skilled Manual,3578.27
Jonathan,Smith,L,jonathan60,12762,1964-12-16,Skilled Manual,35
Chloe,Russell,M,chloe85@ad,12763,1969-08-01,Skilled Manual,9.99
Chloe,Russell,M,chloe85@ad,12763,1969-08-01,Skilled Manual,539.99
Chloe,Russell,M,chloe85@ad,12763,1969-08-01,Skilled Manual,34.99
Chloe,Russell,M,chloe85@ad,12763,1969-08-01,Skilled Manual,4.99
Alexandra,Harris,,alexandra7,12764,1964-08-13,Clerical,769.49
Alexandra,Harris,,alexandra7,12764,1964-08-13,Clerical,3578.27
Robyn,Gill,J,robyn11@ad,12765,1959-11-17,Manual,1700.99
Robyn,Gill,J,robyn11@ad,12765,1959-11-17,Manual,49.99
Jordyn,Bryant,,jordyn17@a,12766,1971-02-08,Clerical,34.99
Jordyn,Bryant,,jordyn17@a,12766,1971-02-08,Clerical,3578.27
Jordyn,Bryant,,jordyn17@a,12766,1971-02-08,Clerical,769.49
Jordyn,Bryant,,jordyn17@a,12766,1971-02-08,Clerical,29.99
Jordyn,Bryant,,jordyn17@a,12766,1971-02-08,Clerical,4.99
Christopher,Robinson,A,christophe,12767,1960-05-02,Clerical,35
Johnathan,Chapman,J,johnathan3,12768,1959-11-23,Clerical,69.99
Johnathan,Chapman,J,johnathan3,12768,1959-11-23,Clerical,3578.27
Johnathan,Chapman,J,johnathan3,12768,1959-11-23,Clerical,8.99
Johnathan,Chapman,J,johnathan3,12768,1959-11-23,Clerical,769.49
Thomas,Zhang,H,thomas26@a,12769,1960-09-17,Clerical,35
Thomas,Zhang,H,thomas26@a,12769,1960-09-17,Clerical,3578.27
Thomas,Zhang,H,thomas26@a,12769,1960-09-17,Clerical,2294.99
Thomas,Zhang,H,thomas26@a,12769,1960-09-17,Clerical,34.99
Thomas,Zhang,H,thomas26@a,12769,1960-09-17,Clerical,4.99
Charles,Evans,L,charles44@,12770,1966-09-19,Clerical,3578.27
Charles,Evans,L,charles44@,12770,1966-09-19,Clerical,35
Charles,Evans,L,charles44@,12770,1966-09-19,Clerical,7.95
Charles,Evans,L,charles44@,12770,1966-09-19,Clerical,2319.99
Charles,Evans,L,charles44@,12770,1966-09-19,Clerical,2.29
Morgan,Thomas,,morgan33@a,12771,1966-10-18,Clerical,3578.27
Morgan,Thomas,,morgan33@a,12771,1966-10-18,Clerical,9.99
Morgan,Thomas,,morgan33@a,12771,1966-10-18,Clerical,2319.99
Abigail,Clark,,abigail60@,12772,1960-10-22,Clerical,3578.27
Abigail,Clark,,abigail60@,12772,1960-10-22,Clerical,2319.99
Abigail,Clark,,abigail60@,12772,1960-10-22,Clerical,9.99
Abigail,Clark,,abigail60@,12772,1960-10-22,Clerical,4.99
Samantha,Taylor,K,samantha10,12773,1961-05-08,Clerical,3578.27
Samantha,Taylor,K,samantha10,12773,1961-05-08,Clerical,2319.99
Samantha,Taylor,K,samantha10,12773,1961-05-08,Clerical,9.99
Kristen,Gao,,kristen13@,12774,1971-09-18,Clerical,3578.27
Kristen,Gao,,kristen13@,12774,1971-09-18,Clerical,54.99
Kristen,Gao,,kristen13@,12774,1971-09-18,Clerical,4.99
Kristen,Gao,,kristen13@,12774,1971-09-18,Clerical,9.99
Kristen,Gao,,kristen13@,12774,1971-09-18,Clerical,2294.99
Connor,Griffin,S,connor15@a,12775,1972-03-03,Clerical,21.98
Blake,Campbell,,blake43@ad,12776,1960-07-17,Skilled Manual,35
Blake,Campbell,,blake43@ad,12776,1960-07-17,Skilled Manual,8.99
Blake,Campbell,,blake43@ad,12776,1960-07-17,Skilled Manual,2.29
Blake,Campbell,,blake43@ad,12776,1960-07-17,Skilled Manual,4.99
Blake,Campbell,,blake43@ad,12776,1960-07-17,Skilled Manual,34.99
Joseph,Anderson,A,joseph16@a,12777,1961-11-19,Clerical,3578.27
Joseph,Anderson,A,joseph16@a,12777,1961-11-19,Clerical,2319.99
Joseph,Anderson,A,joseph16@a,12777,1961-11-19,Clerical,2.29
Connie,Morgan,,connie3@ad,12778,1961-10-06,Clerical,8.99
Connie,Morgan,,connie3@ad,12778,1961-10-06,Clerical,21.98
Connie,Morgan,,connie3@ad,12778,1961-10-06,Clerical,9.99
Connie,Morgan,,connie3@ad,12778,1961-10-06,Clerical,4.99
Mason,Rogers,E,mason18@ad,12779,1962-01-31,Clerical,3578.27
Mason,Rogers,E,mason18@ad,12779,1962-01-31,Clerical,21.98
Mason,Rogers,E,mason18@ad,12779,1962-01-31,Clerical,2294.99
Mason,Rogers,E,mason18@ad,12779,1962-01-31,Clerical,49.99
Mason,Rogers,E,mason18@ad,12779,1962-01-31,Clerical,35
Jeremy,Richardson,P,jeremy39@a,12780,1967-03-19,Clerical,3578.27
Jeremy,Richardson,P,jeremy39@a,12780,1967-03-19,Clerical,2.29
Jeremy,Richardson,P,jeremy39@a,12780,1967-03-19,Clerical,4.99
Jeremy,Richardson,P,jeremy39@a,12780,1967-03-19,Clerical,35
Jeremy,Richardson,P,jeremy39@a,12780,1967-03-19,Clerical,2319.99
Emma,James,,emma44@adv,12781,1961-12-26,Clerical,9.99
Emma,James,,emma44@adv,12781,1961-12-26,Clerical,2319.99
Elizabeth,Long,F,elizabeth3,12782,1978-03-12,Clerical,49.99
Elizabeth,Long,F,elizabeth3,12782,1978-03-12,Clerical,21.98
Elizabeth,Long,F,elizabeth3,12782,1978-03-12,Clerical,2319.99
Elizabeth,Long,F,elizabeth3,12782,1978-03-12,Clerical,8.99
Jerome,Gutierrez,,jerome9@ad,12783,1961-10-06,Clerical,4.99
Jerome,Gutierrez,,jerome9@ad,12783,1961-10-06,Clerical,2294.99
Jerome,Gutierrez,,jerome9@ad,12783,1961-10-06,Clerical,21.98
Jerome,Gutierrez,,jerome9@ad,12783,1961-10-06,Clerical,35
Jerome,Gutierrez,,jerome9@ad,12783,1961-10-06,Clerical,63.5
Jonathan,Campbell,D,jonathan36,12784,1961-09-04,Clerical,3578.27
Jonathan,Campbell,D,jonathan36,12784,1961-09-04,Clerical,54.99
Jonathan,Campbell,D,jonathan36,12784,1961-09-04,Clerical,9.99
Jonathan,Campbell,D,jonathan36,12784,1961-09-04,Clerical,21.98
Jonathan,Campbell,D,jonathan36,12784,1961-09-04,Clerical,2319.99
Javier,Ortega,P,javier15@a,12785,1967-03-19,Clerical,2294.99
James,Yang,,james43@ad,12786,1961-08-31,Clerical,21.98
Katelyn,Cook,E,katelyn20@,12787,1967-10-18,Skilled Manual,2.29
Katelyn,Cook,E,katelyn20@,12787,1967-10-18,Skilled Manual,4.99
Katelyn,Cook,E,katelyn20@,12787,1967-10-18,Skilled Manual,35
Katelyn,Cook,E,katelyn20@,12787,1967-10-18,Skilled Manual,8.99
Katelyn,Cook,E,katelyn20@,12787,1967-10-18,Skilled Manual,2.29
Amanda,Nelson,,amanda52@a,12788,1962-12-26,Clerical,21.98
Amanda,Nelson,,amanda52@a,12788,1962-12-26,Clerical,34.99
Jamie,Zeng,L,jamie26@ad,12789,1962-10-22,Clerical,3578.27
Jamie,Zeng,L,jamie26@ad,12789,1962-10-22,Clerical,21.98
Jamie,Zeng,L,jamie26@ad,12789,1962-10-22,Clerical,34.99
Jamie,Zeng,L,jamie26@ad,12789,1962-10-22,Clerical,49.99
Jamie,Zeng,L,jamie26@ad,12789,1962-10-22,Clerical,2294.99
Brandon,Kumar,A,brandon25@,12790,1964-04-03,Skilled Manual,21.98
Brandon,Kumar,A,brandon25@,12790,1964-04-03,Skilled Manual,2.29
Angelica,Foster,,angelica15,12791,1975-03-23,Skilled Manual,7.95
Angelica,Foster,,angelica15,12791,1975-03-23,Skilled Manual,21.98
Blake,White,P,blake12@ad,12792,1963-09-18,Skilled Manual,21.98
Blake,White,P,blake12@ad,12792,1963-09-18,Skilled Manual,54.99
Jessie,Guo,J,jessie22@a,12793,1969-04-13,Skilled Manual,34.99
Jessie,Guo,J,jessie22@a,12793,1969-04-13,Skilled Manual,63.5
Jessie,Guo,J,jessie22@a,12793,1969-04-13,Skilled Manual,21.98
Megan,Jackson,,megan15@ad,12794,1965-04-06,Skilled Manual,21.98
Antonio,Foster,,antonio16@,12795,1964-10-09,Skilled Manual,28.99
Antonio,Foster,,antonio16@,12795,1964-10-09,Skilled Manual,4.99
Antonio,Foster,,antonio16@,12795,1964-10-09,Skilled Manual,49.99
Antonio,Foster,,antonio16@,12795,1964-10-09,Skilled Manual,4.99
Antonio,Foster,,antonio16@,12795,1964-10-09,Skilled Manual,2.29
Antonio,Foster,,antonio16@,12795,1964-10-09,Skilled Manual,69.99
Antonio,Foster,,antonio16@,12795,1964-10-09,Skilled Manual,2.29
Antonio,Foster,,antonio16@,12795,1964-10-09,Skilled Manual,35
Antonio,Foster,,antonio16@,12795,1964-10-09,Skilled Manual,29.99
Jason,Zhang,L,jason21@ad,12796,1964-09-04,Skilled Manual,49.99
Jason,Zhang,L,jason21@ad,12796,1964-09-04,Skilled Manual,21.98
Patrick,Howard,L,patrick16@,12797,1965-02-19,Skilled Manual,34.99
Patrick,Howard,L,patrick16@,12797,1965-02-19,Skilled Manual,21.98
Andy,Gutierrez,,andy15@adv,12798,1973-07-13,Manual,9.99
Andy,Gutierrez,,andy15@adv,12798,1973-07-13,Manual,4.99
George,Chandra,H,george8@ad,12799,1984-12-09,Clerical,4.99
George,Chandra,H,george8@ad,12799,1984-12-09,Clerical,34.99
Lacey,Chen,E,lacey14@ad,12800,1973-09-18,Clerical,4.99
Lacey,Chen,E,lacey14@ad,12800,1973-09-18,Clerical,34.99
Melody,Browning,,melody16@a,12801,1973-07-04,Clerical,24.49
Melody,Browning,,melody16@a,12801,1973-07-04,Clerical,4.99
Alan,Sun,W,alan16@adv,12802,1973-10-16,Clerical,34.99
Alan,Sun,W,alan16@adv,12802,1973-10-16,Clerical,4.99
Heather,Li,C,heather3@a,12803,1973-09-15,Clerical,4.99
Heather,Li,C,heather3@a,12803,1973-09-15,Clerical,4.99
Heather,Li,C,heather3@a,12803,1973-09-15,Clerical,9.99
Heather,Li,C,heather3@a,12803,1973-09-15,Clerical,28.99
Heather,Li,C,heather3@a,12803,1973-09-15,Clerical,49.99
Heather,Li,C,heather3@a,12803,1973-09-15,Clerical,7.95
Heather,Li,C,heather3@a,12803,1973-09-15,Clerical,34.99
Heather,Li,C,heather3@a,12803,1973-09-15,Clerical,2.29
Jaclyn,Chander,A,jaclyn39@a,12804,1973-12-02,Clerical,3578.27
Jaclyn,Chander,A,jaclyn39@a,12804,1973-12-02,Clerical,9.99
Jaclyn,Chander,A,jaclyn39@a,12804,1973-12-02,Clerical,34.99
Jaclyn,Chander,A,jaclyn39@a,12804,1973-12-02,Clerical,4.99
Jaclyn,Chander,A,jaclyn39@a,12804,1973-12-02,Clerical,2319.99
Marvin,Moreno,M,marvin7@ad,12805,1973-12-11,Clerical,34.99
Marvin,Moreno,M,marvin7@ad,12805,1973-12-11,Clerical,3578.27
Marvin,Moreno,M,marvin7@ad,12805,1973-12-11,Clerical,2319.99
Marvin,Moreno,M,marvin7@ad,12805,1973-12-11,Clerical,8.99
Marvin,Moreno,M,marvin7@ad,12805,1973-12-11,Clerical,35
Marvin,Moreno,M,marvin7@ad,12805,1973-12-11,Clerical,4.99
Marvin,Moreno,M,marvin7@ad,12805,1973-12-11,Clerical,539.99
Ronnie,Zeng,L,ronnie19@a,12806,1973-09-15,Clerical,539.99
Ronnie,Zeng,L,ronnie19@a,12806,1973-09-15,Clerical,2294.99
Ronnie,Zeng,L,ronnie19@a,12806,1973-09-15,Clerical,21.98
Ronnie,Zeng,L,ronnie19@a,12806,1973-09-15,Clerical,2049.0982
Ronnie,Zeng,L,ronnie19@a,12806,1973-09-15,Clerical,49.99
Nina,Kumar,L,nina8@adve,12807,1974-02-01,Clerical,539.99
Nina,Kumar,L,nina8@adve,12807,1974-02-01,Clerical,2071.4196
Nina,Kumar,L,nina8@adve,12807,1974-02-01,Clerical,24.49
Nina,Kumar,L,nina8@adve,12807,1974-02-01,Clerical,53.99
Nina,Kumar,L,nina8@adve,12807,1974-02-01,Clerical,2319.99
Nina,Kumar,L,nina8@adve,12807,1974-02-01,Clerical,4.99
Nina,Kumar,L,nina8@adve,12807,1974-02-01,Clerical,9.99
Marc,Schmidt,,marc24@adv,12808,1973-11-08,Clerical,742.35
Marc,Schmidt,,marc24@adv,12808,1973-11-08,Clerical,2319.99
Marc,Schmidt,,marc24@adv,12808,1973-11-08,Clerical,2049.0982
Michele,Navarro,S,michele43@,12809,1973-03-21,Manual,4.99
Michele,Navarro,S,michele43@,12809,1973-03-21,Manual,34.99
Chase,Stewart,,chase23@ad,12810,1932-01-25,Clerical,2.29
Chase,Stewart,,chase23@ad,12810,1932-01-25,Clerical,4.99
Marc,Serrano,,marc20@adv,12811,1978-04-16,Manual,4.99
Brandi,Sanz,J,brandi19@a,12812,1973-02-17,Manual,4.99
Brandi,Sanz,J,brandi19@a,12812,1973-02-17,Manual,9.99
Brandi,Sanz,J,brandi19@a,12812,1973-02-17,Manual,34.99
Reginald,Ramos,,reginald3@,12813,1973-05-07,Clerical,2049.0982
Reginald,Ramos,,reginald3@,12813,1973-05-07,Clerical,7.95
Reginald,Ramos,,reginald3@,12813,1973-05-07,Clerical,4.99
Reginald,Ramos,,reginald3@,12813,1973-05-07,Clerical,2294.99
Reginald,Ramos,,reginald3@,12813,1973-05-07,Clerical,9.99
Casey,Sharma,A,casey10@ad,12814,1983-10-04,Clerical,4.99
Casey,Sharma,A,casey10@ad,12814,1983-10-04,Clerical,24.49
Dominique,Mehta,F,dominique1,12815,1972-12-23,Clerical,2.29
Dominique,Mehta,F,dominique1,12815,1972-12-23,Clerical,4.99
Tammy,Mehta,,tammy14@ad,12816,1977-06-20,Manual,2049.0982
Tammy,Mehta,,tammy14@ad,12816,1977-06-20,Manual,2294.99
Tammy,Mehta,,tammy14@ad,12816,1977-06-20,Manual,7.95
Tammy,Mehta,,tammy14@ad,12816,1977-06-20,Manual,120
Tammy,Mehta,,tammy14@ad,12816,1977-06-20,Manual,21.98
Theodore,Suarez,,theodore20,12817,1971-08-09,Manual,21.98
Theodore,Suarez,,theodore20,12817,1971-08-09,Manual,3578.27
Theodore,Suarez,,theodore20,12817,1971-08-09,Manual,2.29
Theodore,Suarez,,theodore20,12817,1971-08-09,Manual,2319.99
Curtis,She,,curtis20@a,12818,1971-08-18,Manual,34.99
Curtis,She,,curtis20@a,12818,1971-08-18,Manual,3.99
Curtis,She,,curtis20@a,12818,1971-08-18,Manual,32.6
Nicolas,Chander,,nicolas14@,12819,1977-04-19,Manual,3578.27
Nicolas,Chander,,nicolas14@,12819,1977-04-19,Manual,4.99
Nicolas,Chander,,nicolas14@,12819,1977-04-19,Manual,34.99
Nicolas,Chander,,nicolas14@,12819,1977-04-19,Manual,2319.99
Nicolas,Chander,,nicolas14@,12819,1977-04-19,Manual,9.99
Derek,Tang,L,derek4@adv,12820,1971-08-09,Manual,3578.27
Derek,Tang,L,derek4@adv,12820,1971-08-09,Manual,2319.99
Derek,Tang,L,derek4@adv,12820,1971-08-09,Manual,9.99
Cesar,McDonald,C,cesar3@adv,12821,1978-06-11,Clerical,34.99
Cesar,McDonald,C,cesar3@adv,12821,1978-06-11,Clerical,4.99
Cesar,McDonald,C,cesar3@adv,12821,1978-06-11,Clerical,4.99
Cesar,McDonald,C,cesar3@adv,12821,1978-06-11,Clerical,4.99
Cesar,McDonald,C,cesar3@adv,12821,1978-06-11,Clerical,35
Cesar,McDonald,C,cesar3@adv,12821,1978-06-11,Clerical,9.99
Cesar,McDonald,C,cesar3@adv,12821,1978-06-11,Clerical,29.99
Alexandra,James,,alexandra1,12822,1978-05-20,Clerical,53.99
Alexandra,James,,alexandra1,12822,1978-05-20,Clerical,21.98
Bethany,She,,bethany4@a,12823,1933-05-16,Manual,32.6
Bethany,She,,bethany4@a,12823,1933-05-16,Manual,3.99
Bethany,She,,bethany4@a,12823,1933-05-16,Manual,2.29
Kristopher,Subram,,kristopher,12824,1971-11-03,Clerical,7.95
Kristopher,Subram,,kristopher,12824,1971-11-03,Clerical,3.99
Kristopher,Subram,,kristopher,12824,1971-11-03,Clerical,32.6
Kelvin,Hu,,kelvin39@a,12825,1971-07-20,Skilled Manual,2049.0982
Kelvin,Hu,,kelvin39@a,12825,1971-07-20,Skilled Manual,4.99
Kelvin,Hu,,kelvin39@a,12825,1971-07-20,Skilled Manual,34.99
Kelvin,Hu,,kelvin39@a,12825,1971-07-20,Skilled Manual,2319.99
Kelvin,Hu,,kelvin39@a,12825,1971-07-20,Skilled Manual,9.99
Caleb,Gonzalez,,caleb38@ad,12826,1971-01-04,Manual,2071.4196
Caleb,Gonzalez,,caleb38@ad,12826,1971-01-04,Manual,9.99
Caleb,Gonzalez,,caleb38@ad,12826,1971-01-04,Manual,21.98
Caleb,Gonzalez,,caleb38@ad,12826,1971-01-04,Manual,2319.99
Caleb,Gonzalez,,caleb38@ad,12826,1971-01-04,Manual,4.99
Nicolas,Raje,,nicolas12@,12827,1971-01-12,Manual,2071.4196
Nicolas,Raje,,nicolas12@,12827,1971-01-12,Manual,2319.99
Nicolas,Raje,,nicolas12@,12827,1971-01-12,Manual,35
Nicolas,Raje,,nicolas12@,12827,1971-01-12,Manual,34.99
