First_Name,Last_Name,DOB,MaritalStatus,Gender,EmailAddress,Education,Occupation,Income,children,Cars 
Dylan,Lal,1978-07-06,S,M,dylan28@adventure-works.com,Partial College,Professional,70000,0,2
Elizabeth,Davis,1978-10-05,S,F,elizabeth9@adventure-works.com,Partial College,Professional,70000,0,2
Ana,Griffin,1978-12-31,S,F,ana19@adventure-works.com,Partial College,Professional,70000,0,2
Anne,Alvarez,1978-12-22,S,F,anne5@adventure-works.com,Partial College,Professional,70000,0,2
Alexandra,Roberts,1982-05-28,S,F,alexandra47@adventure-works.com,Partial College,Professional,60000,0,2
Antonio,Patterson,1960-12-10,M,M,antonio10@adventure-works.com,High School,Skilled Manual,80000,2,2
Sharon,Salavaria,1967-02-13,S,M,sharon4@adventure-works.com,High School,Skilled Manual,70000,2,2
Katie,She,1962-04-18,S,F,katie3@adventure-works.com,High School,Skilled Manual,70000,2,2
Rafael,Black,1967-02-13,S,M,rafael44@adventure-works.com,High School,Skilled Manual,70000,2,2
Latasha,Munoz,1962-08-10,S,F,latasha7@adventure-works.com,High School,Professional,80000,2,2
Kelsey,Becker,1964-04-19,S,F,kelsey19@adventure-works.com,Graduate Degree,Management,130000,0,2
Randy,Xu,1964-01-22,S,M,randy14@adventure-works.com,Graduate Degree,Management,130000,0,2
Bailey,Collins,1984-11-12,S,F,bailey22@adventure-works.com,Bachelors,Management,80000,0,1
Amanda,Adams,1979-03-03,S,F,amanda58@adventure-works.com,Bachelors,Management,80000,0,1
Katherine,Williams,1979-09-20,M,F,katherine73@adventure-works.com,Partial College,Professional,60000,0,2
Caroline,Barnes,1979-08-03,S,F,caroline5@adventure-works.com,Partial College,Professional,60000,0,2
Randy,Sun,1979-08-07,S,M,randy15@adventure-works.com,Partial College,Professional,60000,0,2
Destiny,Garcia,1980-04-02,S,F,destiny16@adventure-works.com,High School,Professional,60000,0,2
Audrey,Ramos,1970-05-22,S,F,audrey19@adventure-works.com,Bachelors,Management,120000,1,3
Bonnie,Jai,1964-11-19,M,F,bonnie17@adventure-works.com,Graduate Degree,Management,130000,0,3
Jackson,Washington,1977-10-18,M,M,jackson15@adventure-works.com,Graduate Degree,Management,130000,0,3
Christopher,Johnson,1962-11-05,M,M,christopher25@adventure-works.com,Partial High School,Skilled Manual,80000,2,2
Kimberly,Richardson,1963-06-17,S,F,kimberly13@adventure-works.com,High School,Professional,60000,2,2
Alexandria,Howard,1962-08-03,S,F,alexandria33@adventure-works.com,High School,Professional,60000,2,2
Alexandra,Foster,1962-10-02,S,F,alexandra37@adventure-works.com,High School,Professional,60000,2,2
Cheryl,Ortega,1968-02-24,M,F,cheryl24@adventure-works.com,Partial College,Professional,70000,3,0
Alex,Campbell,1962-12-04,M,M,alex35@adventure-works.com,Bachelors,Management,80000,2,0
Melanie,Hughes,1963-05-18,M,F,melanie27@adventure-works.com,Bachelors,Management,80000,2,1
Max,Alvarez,1969-01-20,S,M,max5@adventure-works.com,Bachelors,Professional,70000,0,1
Diane,Vazquez,1973-05-26,M,F,diane19@adventure-works.com,Bachelors,Professional,90000,4,0
Kathryn,Chapman,1968-02-17,S,F,kathryn14@adventure-works.com,Partial College,Skilled Manual,70000,1,1
Kara,Anand,1984-03-20,S,F,kara20@adventure-works.com,Partial College,Skilled Manual,70000,1,1
Joanna,Vazquez,1968-01-12,S,F,joanna13@adventure-works.com,Partial College,Skilled Manual,70000,1,1
Frederick,Martinez,1968-02-07,M,M,frederick14@adventure-works.com,Bachelors,Professional,60000,1,1
Tonya,Chande,1972-06-09,S,F,tonya14@adventure-works.com,Partial College,Skilled Manual,60000,1,1
Rosa,Wang,1977-09-12,S,F,rosa1@adventure-works.com,Partial College,Skilled Manual,60000,1,1
Leah,Hu,1977-10-18,S,F,leah16@adventure-works.com,Graduate Degree,Management,110000,0,3
Kelvin,Carson,1965-12-12,M,M,kelvin11@adventure-works.com,Partial College,Skilled Manual,60000,1,1
Veronica,Srini,1966-01-30,S,F,veronica9@adventure-works.com,Partial College,Skilled Manual,60000,1,1
Kristina,Kapoor,1971-04-04,M,F,kristina1@adventure-works.com,Partial College,Skilled Manual,60000,1,1
Donna,Sharma,1966-02-07,M,F,donna9@adventure-works.com,Partial College,Skilled Manual,60000,1,1
Johnny,Shan,1965-12-03,M,M,johnny11@adventure-works.com,Partial College,Skilled Manual,60000,1,1
Ashley,Russell,1970-09-09,S,F,ashley47@adventure-works.com,Bachelors,Professional,70000,0,1
Shannon,Yang,1981-12-30,S,F,shannon5@adventure-works.com,Bachelors,Professional,80000,5,4
Adriana,Lopez,1969-08-05,S,F,adriana17@adventure-works.com,Bachelors,Professional,70000,0,1
Audrey,Munoz,1979-09-04,S,F,audrey8@adventure-works.com,Bachelors,Professional,70000,0,1
Jarrod,Suri,1974-12-16,S,M,jarrod0@adventure-works.com,Bachelors,Professional,70000,0,2
Gilbert,Shen,1973-07-13,M,M,gilbert23@adventure-works.com,Partial College,Skilled Manual,60000,1,1
Richard,Blue,1973-03-12,M,M,richard59@adventure-works.com,Partial College,Skilled Manual,70000,5,2
Shannon,Sun,1967-01-23,M,F,shannon12@adventure-works.com,Partial College,Skilled Manual,60000,1,1
Sharon,Yuan,1967-02-19,M,F,sharon13@adventure-works.com,Partial College,Skilled Manual,70000,5,2
Ann,Martinez,1963-01-31,S,F,ann22@adventure-works.com,Partial College,Skilled Manual,80000,1,1
Max,Serrano,1962-08-26,M,M,max16@adventure-works.com,Partial College,Skilled Manual,80000,1,1
Morgan,Johnson,1940-08-16,S,F,morgan24@adventure-works.com,Partial College,Clerical,30000,2,2
Monica,Schmidt,1971-10-19,M,F,monica11@adventure-works.com,Partial College,Skilled Manual,60000,3,2
Kayla,Lewis,1958-09-04,S,F,kayla20@adventure-works.com,Partial College,Clerical,30000,2,2
Devin,Sanders,1954-08-09,M,M,devin65@adventure-works.com,High School,Skilled Manual,10000,2,2
Jacob,White,1982-01-06,S,M,jacob11@adventure-works.com,High School,Skilled Manual,30000,0,2
Meredith,Serrano,1981-06-11,S,F,meredith40@adventure-works.com,High School,Skilled Manual,40000,0,1
David,Simmons,1982-04-26,M,M,david48@adventure-works.com,High School,Skilled Manual,40000,0,2
Devin,Henderson,1986-01-30,M,M,devin43@adventure-works.com,High School,Skilled Manual,30000,0,2
Gabrielle,Cox,1986-05-13,S,F,gabrielle10@adventure-works.com,High School,Skilled Manual,30000,0,2
Olivia,Rogers,1985-03-13,M,F,olivia27@adventure-works.com,High School,Skilled Manual,30000,0,2
Deborah,Yuan,1951-08-13,S,F,deborah11@adventure-works.com,High School,Skilled Manual,10000,5,2
Jose,Wright,1986-05-22,S,M,jose56@adventure-works.com,High School,Skilled Manual,40000,0,2
Fernando,Johnson,1984-01-05,S,M,fernando2@adventure-works.com,Partial High School,Clerical,30000,0,2
Samuel,Edwards,1983-12-24,S,M,samuel32@adventure-works.com,High School,Skilled Manual,40000,0,2
Logan,Diaz,1983-12-16,M,M,logan22@adventure-works.com,High School,Skilled Manual,40000,0,2
Lucas,Flores,1984-01-14,M,M,lucas60@adventure-works.com,High School,Skilled Manual,40000,0,2
Haley,Wood,1984-04-24,M,F,haley21@adventure-works.com,High School,Skilled Manual,40000,0,2
Sarah,Lewis,1983-05-11,S,F,sarah23@adventure-works.com,Partial High School,Clerical,30000,0,2
Damien,Hu,1983-04-15,M,M,damien16@adventure-works.com,Partial High School,Clerical,30000,0,2
Ana,Washington,1982-08-05,S,F,ana12@adventure-works.com,High School,Skilled Manual,40000,0,2
Logan,Jai,1985-04-17,S,M,logan5@adventure-works.com,Partial High School,Clerical,30000,0,2
Tyler,Taylor,1984-11-22,S,M,tyler17@adventure-works.com,Partial High School,Clerical,30000,0,2
Kristen,Guo,1984-10-29,S,F,kristen15@adventure-works.com,High School,Skilled Manual,40000,0,2
Julian,Long,1946-09-11,M,M,julian11@adventure-works.com,Bachelors,Management,40000,2,2
Gerald,Prasad,1946-12-20,M,M,gerald39@adventure-works.com,Bachelors,Management,40000,2,2
Summer,Lopez,1946-08-06,M,F,summer14@adventure-works.com,Bachelors,Management,40000,2,2
Patricia,Chapman,1949-03-13,S,F,patricia7@adventure-works.com,Bachelors,Management,40000,2,2
George,Vance,1949-02-06,S,M,george10@adventure-works.com,Bachelors,Management,40000,2,2
Ricardo,Nath,1948-08-12,M,M,ricardo17@adventure-works.com,Graduate Degree,Management,70000,2,1
Richard,Torres,1982-02-15,M,M,richard85@adventure-works.com,Partial College,Skilled Manual,40000,0,1
Seth,Martin,1986-06-03,M,M,seth15@adventure-works.com,High School,Skilled Manual,40000,0,2
Alex,Carter,1981-03-26,M,M,alex39@adventure-works.com,High School,Skilled Manual,40000,0,2
Carson,Patterson,1980-03-20,M,M,carson9@adventure-works.com,Partial College,Skilled Manual,40000,0,1
Madeline,Lopez,1979-11-24,S,F,madeline18@adventure-works.com,Partial College,Skilled Manual,40000,0,1
Luis,Russell,1979-12-23,S,M,luis19@adventure-works.com,Partial College,Skilled Manual,40000,0,1
Alexa,Cook,1980-01-15,S,F,alexa20@adventure-works.com,Partial College,Skilled Manual,40000,0,1
Alexandra,Davis,1979-09-22,S,F,alexandra68@adventure-works.com,Partial College,Skilled Manual,40000,0,1
Kayla,Coleman,1983-05-16,S,F,kayla30@adventure-works.com,Partial College,Skilled Manual,70000,0,2
Angela,Russell,1973-10-09,S,F,angela22@adventure-works.com,Bachelors,Management,80000,0,1
Aaron,Young,1978-09-10,S,M,aaron49@adventure-works.com,Graduate Degree,Management,110000,0,1
Isaiah,Scott,1984-03-19,S,M,isaiah39@adventure-works.com,Bachelors,Management,120000,0,3
Makayla,Ward,1972-11-23,S,F,makayla11@adventure-works.com,Bachelors,Management,120000,0,2
Cedric,Gao,1972-11-11,S,M,cedric14@adventure-works.com,Graduate Degree,Management,130000,0,2
Luke,Diaz,1973-12-02,M,M,luke11@adventure-works.com,Bachelors,Management,90000,4,1
Arianna,Richardson,1974-05-20,M,F,arianna31@adventure-works.com,Bachelors,Management,90000,4,1
Ian,Ward,1947-12-13,M,M,ian69@adventure-works.com,Graduate Degree,Management,120000,2,3
Madeline,Collins,1948-09-11,M,F,madeline2@adventure-works.com,Graduate Degree,Management,120000,2,3
Chloe,Nelson,1948-12-30,M,F,chloe6@adventure-works.com,Bachelors,Management,130000,2,4
Jason,Jenkins,1948-11-29,M,M,jason4@adventure-works.com,Bachelors,Management,130000,2,4
Andrew,Wedge,1948-10-13,S,M,andrew22@adventure-works.com,Graduate Degree,Management,150000,1,2
Bryce,Brooks,1948-11-05,M,M,bryce2@adventure-works.com,Bachelors,Management,160000,1,4
Edward,Long,1949-12-02,M,M,edward58@adventure-works.com,Bachelors,Management,70000,4,2
Xavier,Martinez,1950-03-08,M,M,xavier15@adventure-works.com,Bachelors,Management,70000,4,2
John,White,1955-10-06,S,M,john50@adventure-works.com,Bachelors,Management,70000,4,2
Isaiah,Collins,1949-12-31,M,M,isaiah24@adventure-works.com,Bachelors,Management,70000,4,2
Wyatt,Powell,1950-02-09,M,M,wyatt60@adventure-works.com,Bachelors,Management,70000,4,2
Aaron,Bryant,1950-05-14,S,M,aaron17@adventure-works.com,Bachelors,Management,70000,4,2
Maria,Jenkins,1949-11-19,S,F,maria30@adventure-works.com,Bachelors,Management,70000,4,2
Garrett,Kelly,1950-05-01,M,M,garrett6@adventure-works.com,Bachelors,Management,70000,4,2
Luke,Ross,1950-03-03,M,M,luke22@adventure-works.com,Bachelors,Management,70000,4,2
Robert,Robinson,1949-09-30,M,M,robert78@adventure-works.com,Bachelors,Management,70000,4,2
Tristan,Ross,1950-02-21,M,M,tristan4@adventure-works.com,Bachelors,Management,70000,4,2
Thomas,Rodriguez,1950-02-20,M,M,thomas68@adventure-works.com,Bachelors,Management,70000,4,2
Megan,Jenkins,1961-04-22,S,F,megan57@adventure-works.com,Bachelors,Management,70000,4,2
Cameron,Griffin,1949-12-24,S,M,cameron16@adventure-works.com,Bachelors,Management,60000,4,2
Chloe,Washington,1955-02-22,M,F,chloe80@adventure-works.com,Bachelors,Management,70000,5,2
Nicole,Sandberg,1956-03-17,S,F,nicole47@adventure-works.com,Bachelors,Management,70000,5,2
Jose,Edwards,1950-08-18,M,M,jose39@adventure-works.com,Bachelors,Management,60000,4,2
Nathaniel,Cooper,1956-10-09,M,M,nathaniel9@adventure-works.com,Bachelors,Management,60000,4,2
Grace,Sanchez,1951-12-07,S,F,grace26@adventure-works.com,Bachelors,Management,60000,4,3
Kaitlyn,Perez,1957-06-01,S,F,kaitlyn10@adventure-works.com,Bachelors,Management,60000,5,3
Lauren,Sanchez,1952-04-10,M,F,lauren0@adventure-works.com,Bachelors,Management,70000,5,2
Kayla,Alexander,1951-08-28,M,F,kayla43@adventure-works.com,Bachelors,Management,70000,4,1
Aidan,Perry,1953-02-03,M,M,aidan8@adventure-works.com,Bachelors,Management,60000,5,3
Tyler,Rodriguez,1953-06-23,M,M,tyler20@adventure-works.com,Bachelors,Management,60000,2,0
Emily,Clark,1953-02-09,S,F,emily20@adventure-works.com,Bachelors,Management,60000,2,0
Sean,Cook,1958-07-10,S,M,sean29@adventure-works.com,Bachelors,Management,70000,4,1
Lauren,Thompson,1953-01-18,S,F,lauren33@adventure-works.com,Bachelors,Management,70000,4,1
Nathaniel,Richardson,1958-10-20,M,M,nathaniel10@adventure-works.com,Bachelors,Management,70000,4,1
Savannah,Carter,1954-01-02,M,F,savannah32@adventure-works.com,High School,Professional,40000,2,2
Eddie,Munoz,1959-11-09,M,M,eddie7@adventure-works.com,High School,Professional,40000,2,2
Austin,White,1953-08-08,M,M,austin48@adventure-works.com,High School,Professional,40000,2,2
Levi,Chandra,1954-05-08,M,M,levi1@adventure-works.com,Partial College,Professional,60000,2,2
Bailey,Bailey,1954-03-19,M,F,bailey13@adventure-works.com,Bachelors,Management,60000,2,0
Austin,Griffin,1953-08-24,M,M,austin17@adventure-works.com,Bachelors,Management,60000,2,0
Caitlin,Brooks,1953-08-26,M,F,caitlin1@adventure-works.com,Bachelors,Management,60000,2,0
Sean,Allen,1955-05-13,S,M,sean49@adventure-works.com,Partial College,Professional,60000,2,2
Grace,Clark,1955-04-24,S,F,grace18@adventure-works.com,Partial College,Professional,60000,2,2
Sydney,Hall,1955-05-18,S,F,sydney86@adventure-works.com,Partial College,Professional,60000,2,2
Jon,Sun,1954-10-22,S,M,jon33@adventure-works.com,Bachelors,Management,60000,2,0
Logan,Patterson,1954-10-22,S,M,logan13@adventure-works.com,Partial College,Professional,70000,4,2
Devin,Simmons,1954-12-02,M,M,devin53@adventure-works.com,Partial College,Professional,70000,4,2
Chloe,White,1960-10-08,M,F,chloe45@adventure-works.com,Partial College,Professional,70000,4,2
Mariah,Ross,1960-01-08,M,F,mariah8@adventure-works.com,Partial College,Professional,70000,4,2
Abigail,Foster,1954-11-13,S,F,abigail68@adventure-works.com,Partial College,Professional,70000,5,2
Isaiah,Baker,1955-12-06,M,M,isaiah31@adventure-works.com,Partial High School,Skilled Manual,40000,2,2
Nathan,Gonzales,1961-08-11,M,M,nathan13@adventure-works.com,Partial High School,Skilled Manual,40000,2,2
James,Walker,1961-02-19,M,M,james96@adventure-works.com,Partial College,Professional,60000,2,2
Morgan,Foster,1955-09-17,S,F,morgan85@adventure-works.com,Partial College,Professional,60000,2,2
Bianca,Guo,1955-08-03,M,F,bianca14@adventure-works.com,Partial College,Professional,60000,2,1
Jacqueline,Gonzales,1956-02-01,M,F,jacqueline18@adventure-works.com,Partial College,Professional,60000,2,1
Arianna,Henderson,1955-12-07,M,F,arianna5@adventure-works.com,Partial College,Professional,70000,4,1
Nathan,Hughes,1968-02-16,M,M,nathan7@adventure-works.com,High School,Professional,70000,2,2
Charles,Richardson,1957-05-06,M,M,charles58@adventure-works.com,High School,Professional,70000,2,2
Chloe,Richardson,1956-08-07,S,F,chloe55@adventure-works.com,High School,Professional,70000,2,2
Amanda,Gray,1956-08-21,S,F,amanda15@adventure-works.com,High School,Professional,70000,2,2
Cameron,Yang,1957-01-30,M,M,cameron23@adventure-works.com,Partial College,Professional,60000,2,1
Miguel,Sanchez,1967-07-23,M,F,miguel72@adventure-works.com,Partial College,Professional,60000,2,1
Keith,Raje,1956-11-28,M,M,keith17@adventure-works.com,Partial College,Professional,60000,2,1
Xavier,Simmons,1958-01-08,M,M,xavier55@adventure-works.com,High School,Professional,60000,3,2
Logan,Wilson,1958-03-25,S,M,logan58@adventure-works.com,High School,Professional,60000,3,2
Destiny,Coleman,1958-06-17,M,F,destiny54@adventure-works.com,Partial College,Professional,70000,4,2
Wesley,Liang,1963-12-12,M,M,wesley16@adventure-works.com,Bachelors,Management,170000,2,2
Brandi,Gill,1962-08-08,S,F,brandi13@adventure-works.com,Partial College,Professional,110000,2,3
Diana,Ortega,1962-07-12,M,F,diana21@adventure-works.com,Partial College,Professional,130000,2,2
Tammy,Raman,1963-05-18,M,F,tammy13@adventure-works.com,High School,Professional,150000,2,1
Grace,Davis,1962-06-13,M,F,grace4@adventure-works.com,Partial College,Professional,100000,2,4
Kristy,Munoz,1967-12-13,M,F,kristy7@adventure-works.com,High School,Professional,120000,3,4
Wendy,Alvarez,1962-03-21,M,F,wendy5@adventure-works.com,High School,Professional,120000,3,4
Suzanne,Zhou,1962-02-09,S,F,suzanne10@adventure-works.com,High School,Professional,120000,3,4
Randall,Dominguez,1961-04-15,M,M,randall14@adventure-works.com,High School,Professional,90000,2,2
Kaitlyn,Henderson,1961-05-18,M,F,kaitlyn72@adventure-works.com,Partial College,Professional,110000,3,4
Colleen,Xie,1961-06-24,M,F,colleen27@adventure-works.com,Partial College,Professional,130000,3,3
Hector,Alonso,1966-09-19,M,M,hector6@adventure-works.com,High School,Professional,170000,3,4
Fernando,Taylor,1962-10-09,M,M,fernando9@adventure-works.com,Partial College,Professional,90000,2,0
Blake,Turner,1938-05-08,M,M,blake41@adventure-works.com,High School,Professional,30000,4,2
Jack,Green,1938-05-04,M,M,jack51@adventure-works.com,Graduate Degree,Management,90000,3,1
Colin,Jai,1939-05-26,M,M,colin34@adventure-works.com,Graduate Degree,Management,70000,3,2
Franklin,Yang,1944-03-11,M,M,franklin5@adventure-works.com,Graduate Degree,Management,70000,4,2
Oscar,Russell,1970-09-08,S,M,oscar6@adventure-works.com,Partial College,Professional,90000,4,3
Kaitlyn,Lee,1976-09-16,S,F,kaitlyn45@adventure-works.com,Partial College,Professional,90000,4,3
Gabriella,Torres,1981-07-02,S,F,gabriella11@adventure-works.com,Bachelors,Management,100000,4,4
Logan,Turner,1971-05-13,M,M,logan31@adventure-works.com,Bachelors,Management,100000,4,4
Kelly,Jenkins,1971-05-10,M,F,kelly11@adventure-works.com,Partial College,Professional,100000,4,4
Brandon,Butler,1976-09-30,M,M,brandon11@adventure-works.com,Partial College,Professional,100000,4,4
Xavier,Thomas,1971-01-11,S,M,xavier8@adventure-works.com,Bachelors,Management,110000,3,4
Taylor,Patterson,1970-06-27,M,F,taylor35@adventure-works.com,Bachelors,Management,80000,4,0
Gabrielle,Morris,1970-06-05,S,F,gabrielle1@adventure-works.com,Partial College,Professional,100000,5,0
Bailey,Scott,1975-06-21,M,F,bailey33@adventure-works.com,Partial College,Professional,100000,5,1
Logan,Wang,1975-08-09,M,M,logan24@adventure-works.com,Graduate Degree,Management,130000,2,2
Steven,Kelly,1969-11-09,M,M,steven12@adventure-works.com,Bachelors,Management,130000,2,3
Adrian,Ramirez,1975-03-23,M,M,adrian9@adventure-works.com,Bachelors,Management,130000,2,3
Kaitlyn,Bailey,1962-03-15,S,F,kaitlyn54@adventure-works.com,Partial College,Professional,70000,3,1
Hailey,Adams,1967-07-21,S,F,hailey55@adventure-works.com,Partial College,Professional,80000,3,0
Gabriella,Lopez,1967-10-12,S,F,gabriella44@adventure-works.com,Partial College,Professional,80000,3,0
Bonnie,Raji,1939-07-12,M,F,bonnie27@adventure-works.com,Graduate Degree,Management,70000,4,2
William,White,1940-03-21,M,M,william8@adventure-works.com,Graduate Degree,Management,120000,1,1
Kyle,Phillips,1979-10-18,M,M,kyle36@adventure-works.com,Partial College,Professional,80000,4,2
Kaitlyn,Scott,1974-11-10,M,F,kaitlyn11@adventure-works.com,Partial College,Professional,80000,4,2
Jaclyn,Zhang,1969-05-23,S,F,jaclyn0@adventure-works.com,Partial College,Professional,90000,0,1
Alexandria,Rogers,1974-03-04,M,F,alexandria40@adventure-works.com,Partial College,Professional,100000,5,1
Luke,Mitchell,1974-12-16,S,M,luke43@adventure-works.com,Partial College,Professional,120000,4,3
Aaron,Wang,1969-03-04,S,M,aaron24@adventure-works.com,Bachelors,Management,150000,2,2
Noah,Butler,1974-04-09,M,M,noah11@adventure-works.com,Bachelors,Management,150000,3,3
Caleb,Flores,1967-12-10,M,M,caleb9@adventure-works.com,Partial College,Professional,80000,5,2
Jared,Rogers,1984-03-06,M,M,jared21@adventure-works.com,Partial College,Professional,80000,5,2
Sebastian,Stewart,1968-03-20,S,M,sebastian21@adventure-works.com,Partial College,Professional,100000,1,3
Hunter,Jackson,1966-08-09,M,M,hunter45@adventure-works.com,Partial College,Professional,80000,5,3
Abigail,Howard,1972-11-12,S,F,abigail16@adventure-works.com,High School,Professional,120000,1,4
Sara,Reed,1972-01-04,M,F,sara22@adventure-works.com,Bachelors,Management,130000,1,2
Alyssa,Cooper,1972-01-31,S,F,alyssa35@adventure-works.com,Bachelors,Management,130000,1,3
Eduardo,Alexander,1972-03-01,S,M,eduardo62@adventure-works.com,Bachelors,Management,130000,1,3
Dalton,Edwards,1967-03-12,M,M,dalton44@adventure-works.com,Bachelors,Management,130000,1,3
Charles,Phillips,1966-11-04,M,M,charles42@adventure-works.com,Graduate Degree,Management,170000,1,4
Luke,Powell,1966-09-09,S,M,luke27@adventure-works.com,High School,Professional,60000,2,2
Cody,James,1966-11-12,S,M,cody0@adventure-works.com,High School,Professional,60000,2,2
Kevin,Campbell,1960-09-23,S,M,kevin44@adventure-works.com,High School,Professional,70000,4,0
Ethan,Shan,1959-11-08,M,M,ethan27@adventure-works.com,Partial High School,Skilled Manual,80000,2,2
Alexis,Jones,1941-04-08,S,F,alexis3@adventure-works.com,Graduate Degree,Management,50000,2,2
Holly,Mehta,1942-03-17,S,F,holly13@adventure-works.com,Graduate Degree,Management,50000,2,2
Katelyn,Sanders,1942-02-18,M,F,katelyn2@adventure-works.com,Graduate Degree,Management,130000,2,3
Erin,Torres,1966-06-06,M,F,erin8@adventure-works.com,High School,Professional,70000,5,4
Emily,Robinson,1966-04-25,M,F,emily19@adventure-works.com,Partial College,Professional,80000,5,3
Isaiah,Perez,1966-06-07,M,M,isaiah26@adventure-works.com,Partial College,Professional,100000,3,4
Kaitlyn,Patterson,1966-01-24,S,F,kaitlyn77@adventure-works.com,Partial College,Professional,100000,0,2
Bryant,Srini,1971-05-09,S,M,bryant8@adventure-works.com,Partial College,Professional,100000,0,3
Ruben,Subram,1966-01-19,M,M,ruben14@adventure-works.com,Partial College,Professional,100000,0,3
Ashley,Thomas,1965-11-20,S,F,ashley11@adventure-works.com,Partial College,Professional,110000,3,4
Sophia,Wright,1971-02-15,M,F,sophia18@adventure-works.com,Bachelors,Management,130000,4,3
Justin,Gonzales,1966-06-16,S,M,justin14@adventure-works.com,Graduate Degree,Management,170000,1,2
Melissa,Washington,1965-04-06,M,F,melissa8@adventure-works.com,Partial High School,Skilled Manual,60000,2,2
Jocelyn,Hayes,1960-05-25,S,F,jocelyn22@adventure-works.com,Partial High School,Skilled Manual,60000,2,2
Caleb,Simmons,1959-08-04,S,M,caleb12@adventure-works.com,High School,Professional,70000,3,0
Destiny,Foster,1959-01-14,S,F,destiny64@adventure-works.com,Graduate Degree,Management,70000,3,2
Erin,Morris,1970-05-20,S,F,erin22@adventure-works.com,Graduate Degree,Management,70000,3,2
Alexis,Miller,1959-03-07,S,F,alexis5@adventure-works.com,Graduate Degree,Management,70000,3,2
Adam,Hernandez,1958-07-15,M,M,adam47@adventure-works.com,Graduate Degree,Management,70000,3,2
Noah,Scott,1958-08-14,M,M,noah42@adventure-works.com,Graduate Degree,Management,60000,3,2
Christina,Richardson,1957-11-05,S,F,christina7@adventure-works.com,Partial College,Professional,40000,3,2
Rafael,Sharma,1943-01-20,M,M,rafael33@adventure-works.com,Graduate Degree,Management,70000,4,2
Mindy,Yuan,1944-02-03,M,F,mindy11@adventure-works.com,Graduate Degree,Management,100000,2,3
Xavier,Ross,1943-11-22,M,M,xavier45@adventure-works.com,Graduate Degree,Management,100000,2,3
Zachary,Hughes,1943-09-03,M,M,zachary10@adventure-works.com,Graduate Degree,Management,120000,2,3
Bradley,Jai,1943-08-02,M,M,bradley13@adventure-works.com,Graduate Degree,Management,120000,2,3
Madison,Long,1944-03-31,S,F,madison45@adventure-works.com,Bachelors,Management,130000,2,4
Sierra,Parker,1944-10-09,M,F,sierra7@adventure-works.com,Bachelors,Management,90000,5,2
Samuel,Hill,1945-12-18,S,M,samuel42@adventure-works.com,Bachelors,Management,80000,4,2
Dominique,Sanchez,1945-08-18,M,F,dominique17@adventure-works.com,Bachelors,Management,130000,2,4
Mindy,Jai,1945-12-24,M,F,mindy16@adventure-works.com,Bachelors,Management,130000,2,4
Alan,He,1984-03-24,M,M,alan22@adventure-works.com,Graduate Degree,Manual,10000,0,0
Victor,Romero,1985-02-23,M,M,victor10@adventure-works.com,Graduate Degree,Manual,10000,0,0
Shawna,Xie,1974-11-16,M,F,shawna3@adventure-works.com,Graduate Degree,Manual,10000,0,0
Alejandro,Lal,1974-01-29,M,M,alejandro35@adventure-works.com,Graduate Degree,Manual,10000,1,0
Julie,Raje,1968-03-19,M,F,julie19@adventure-works.com,Graduate Degree,Manual,20000,1,0
Karla,She,1968-06-12,M,F,karla0@adventure-works.com,Graduate Degree,Clerical,20000,1,0
Gerald,Rodriguez,1967-09-30,M,M,gerald5@adventure-works.com,Graduate Degree,Clerical,20000,1,0
Kyle,Roberts,1966-12-31,M,M,kyle34@adventure-works.com,Bachelors,Manual,10000,1,0
Mitchell,Xu,1967-05-26,M,M,mitchell4@adventure-works.com,Bachelors,Manual,10000,1,0
Kurt,Nara,1977-10-08,M,M,kurt17@adventure-works.com,Bachelors,Manual,10000,1,0
Virginia,Sara,1966-07-16,M,F,virginia12@adventure-works.com,Bachelors,Manual,10000,1,0
Brandi,Ruiz,1966-07-09,M,F,brandi2@adventure-works.com,Graduate Degree,Clerical,20000,1,0
Jenny,Xu,1966-09-17,M,F,jenny14@adventure-works.com,Graduate Degree,Clerical,20000,1,0
Felicia,Vazquez,1966-08-19,M,F,felicia14@adventure-works.com,Graduate Degree,Clerical,20000,1,0
Tristan,Henderson,1941-03-17,M,M,tristan5@adventure-works.com,Graduate Degree,Clerical,20000,1,0
Kathleen,Ortega,1964-05-01,M,F,kathleen21@adventure-works.com,Graduate Degree,Clerical,20000,1,0
Faith,Ward,1968-04-06,M,F,faith31@adventure-works.com,Bachelors,Clerical,10000,1,0
Kelsey,Raje,1963-02-08,M,F,kelsey13@adventure-works.com,Partial College,Manual,10000,1,0
Mayra,Martinez,1963-02-23,M,F,mayra17@adventure-works.com,Bachelors,Clerical,20000,1,0
Kari,Gomez,1962-05-17,M,F,kari22@adventure-works.com,Partial College,Manual,10000,2,0
Wesley,Zheng,1961-08-11,M,M,wesley19@adventure-works.com,Partial College,Manual,10000,2,0
Isabelle,Patterson,1960-09-15,S,F,isabelle9@adventure-works.com,Partial College,Manual,10000,2,0
Sean,Hernandez,1960-10-11,S,M,sean51@adventure-works.com,Partial College,Manual,10000,2,0
Jerry,Yuan,1960-11-05,M,M,jerry7@adventure-works.com,Partial College,Manual,10000,2,1
Clarence,Zeng,1959-08-25,M,M,clarence15@adventure-works.com,Partial College,Manual,10000,2,1
